# 8万精准超小词库
# 原始出处未知，多音字注音移除，第一个词“是的这个”改成“是的”
# https://github.com/studyzy/imewlconverter/blob/master/参考/8万精准超小词库.txt
#
# 词语	多音字备注

手到擒来	
自然选择	择ze
固执己见	见jian
并行不悖	行xing
处变不惊	
琼州海峡	
群龙无首	无wu
一腔热血	血xue
三十而立	
言之有物	
眼科医生	
不可偏废	
一片汪洋	
自然法则	
前后矛盾	
贪小便宜	便pian
分裂主义	
挥霍一空	
不能理解	解jie
对华关系	系xi
蓄谋已久	
严阵以待	
红光满面	红hong
情意绵绵	
人定胜天	
畏缩不前	缩suo
洗心革面	洗xi|革ge
这个那个	这zhe|那na
犹犹豫豫	
步履艰难	
长短不一	长chang
股权结构	
鸦片战争	
侧耳倾听	侧ce
大不列颠	大da
启蒙运动	
有头有脸	
地广人稀	地di|广guang
皮下组织	
叹一口气	
无可奉告	无wu
有妇之夫	
小本经营	
筑巢引凤	
不可分离	
花拳绣腿	
勤俭持家	家jia
声名狼藉	藉ji
万夫莫开	万wan
心急火燎	
睡眼惺忪	忪song
仿佛看到	佛fu
中饱私囊	
应征入伍	
阿布扎比	阿a|扎zha
长此下去	长chang
神乎其神	其qi
声名显赫	
双边协议	
自寻烦恼	寻xun
科举考试	
我没有钱	没mei
鼎力相助	
惊恐万状	万wan
普天同庆	
昂首阔步	
驻马店市	
从那以后	那na
毛将焉附	
投票表决	
言无不尽	无wu
三点一线	
神机妙算	
感谢你们	
口齿不清	
临阵磨枪	
你在哪里	哪na
下里巴人	
以德服人	
机场跑道	
而且还会	且qie|还hai|会hui
人人有责	
购销两旺	
道德观念	
多快好省	省sheng
拼命挣扎	扎zha
善男信女	
羊肠小道	
照单全收	单dan
悲天悯人	
成为主流	
饮鸩止渴	
叫个不停	
勤勤恳恳	
情况不明	
十恶不赦	恶e
暗了下来	了le
二十一岁	
大千世界	大da
千古绝唱	
温饱问题	
虚怀若谷	若ruo|谷gu
周边设备	
考虑再三	
心猿意马	
二十年来	
付之一炬	
猴年马月	
有所区别	区qu
酒过三巡	
瓶瓶罐罐	
不露声色	露lu|色se
五子登科	
迷走神经	
一分为二	
这还不够	这zhe|还hai
雕梁画栋	
调皮捣蛋	调tiao
肝肠寸断	
浓眉大眼	大da
探头探脑	
以文会友	会hui
议论纷纷	
下海经商	
疏而不漏	
左思右想	思si
置之死地	地di
古为今用	
闯荡江湖	
老少咸宜	
三顾茅庐	
难以下咽	咽yan
齐心合力	齐qi|合he
绝非易事	
小事一桩	
寡不敌众	
一较高下	
日进斗金	
好说歹说	说shuo|说shuo
深居简出	
绝顶聪明	
足球流氓	氓mang
祖传秘方	传chuan|秘mi
此起彼落	落luo
大体相同	大da
雷电交加	
无机化学	无wu
语焉不详	
志趣相投	
格尔木市	
破土而出	
涉世不深	
丰功伟绩	
名满天下	
独立宣言	
花甲之年	
依法纳税	
神来之笔	
晚婚晚育	育yu
罪有应得	得de
心神不定	
颠三倒四	
保持干燥	
不多不少	
皇亲国戚	亲qin
忍者神龟	龟gui
收容遣送	
咸鱼翻身	
运动健将	
专栏作家	家jia
不必多说	说shuo
完美无瑕	无wu
滚来滚去	
全盛时期	盛sheng|期qi
液体燃料	
冰雪聪明	
多灾多难	
仰天长叹	长chang
出口成章	
拦路抢劫	
老眼昏花	
生死未卜	卜bu
北伐战争	
炊烟袅袅	烟yan
大快朵颐	大da
烈日当空	
誓不罢休	
大器晚成	大da
不徇私情	
才高八斗	
分散风险	
汉字编码	
时光流逝	
凯旋而归	
照抄照搬	
磨磨蹭蹭	
一手遮天	
阴雨连绵	
耸了耸肩	了le
黑灯瞎火	
塞翁失马	塞sai
一来二去	
一潭死水	
穷乡僻壤	
休戚相关	
努尔哈赤	
为国为民	
东拼西凑	
光学玻璃	
作茧自缚	
本是一个	
从那时起	那na
别无所求	无wu
大海捞针	大da
空中小姐	
歪歪斜斜	
自食其果	食shi|其qi
离乡背井	
政出多门	
呱呱坠地	呱gu|呱gu|地di
长命百岁	长chang|百bai
刚柔相济	
稍等片刻	
小商小贩	
赏罚分明	
不可低估	
胆小怕事	
按摩浴缸	摩mo
等离子体	
那怎么行	那na|么me|行xing
钦差大臣	差chai|大da
喜欢上了	了le
住房条件	房fang
惊人之语	
他不爱我	
春夏秋冬	
古代社会	会hui
论功行赏	行xing
人外有人	
洛阳纸贵	
平平常常	
由表及里	
推门而入	
本来面目	
金屋藏娇	藏cang
秋水伊人	
男子单打	单dan
埋头工作	埋mai
人间地狱	地di
忧心忡忡	
精神可嘉	
令人恶心	恶e
满脸堆笑	
名门望族	
出头之日	
老气横秋	
帕瓦罗蒂	
贫下中农	
无影无踪	无wu|无wu
眼疾手快	
以讹传讹	传chuan
背信弃义	
爱新觉罗	觉jue
工农联盟	
十拿九稳	
太平公主	
老少边穷	
胆大心细	大da
深表同情	
货币贬值	
风卷残云	
无神论者	无wu
恰好相反	
披挂上阵	
争执不下	
等闲视之	
令人心寒	
磨砂玻璃	
扭亏增盈	
热烈鼓掌	
伤风感冒	冒mao
刑讯逼供	
缓兵之计	
舍生忘死	
身家性命	家jia
客客气气	
年轻力壮	
远在天边	
如假包换	
流水不腐	
吵吵嚷嚷	
独自一人	
很不简单	单dan
承上启下	
聚酯纤维	纤xian
大伤脑筋	大da
百年之后	百bai
后院起火	
辨别是非	
以逸待劳	
笨手笨脚	脚jiao
花容月貌	
上层社会	会hui
贵人相助	
小巧玲珑	
笑脸相迎	
花里胡哨	
将错就错	
胜利在望	
藏身之处	藏cang
从古到今	
数值分析	数shu
新加坡人	
一封情书	
暗藏杀机	藏cang
深浅不一	浅qian
难解难分	解jie
社会民主	会hui
智慧结晶	
百元大钞	百bai|大da
痴心妄想	
一派胡言	派pai
安安稳稳	
财政危机	
妻子儿女	
影影绰绰	绰chuo|绰chuo
求全责备	
毫不放松	
春夏之交	
狐狸尾巴	尾wei
乔迁新居	
硕果仅存	
前呼后拥	
刻苦耐劳	
战略要地	地di
电光石火	石shi
吊儿郎当	
死皮赖脸	
目不识丁	识shi|丁ding
暧昧关系	系xi
有丝分裂	
飞蛾扑火	蛾e
鸟语花香	鸟niao
三十五岁	
异彩纷呈	
甲乙丙丁	丁ding
无所作为	无wu
危机重重	重chong|重chong
共渡难关	
居心不良	
泪如泉涌	涌yong
强国之路	强qiang
商量商量	
各持己见	见jian
喝西北风	
残垣断壁	
荒诞不经	
冷言冷语	
童叟无欺	无wu
我们不妨	
洗劫一空	洗xi
身残志坚	
神经过敏	
对牛弹琴	弹tan
奇装异服	奇qi
人生感悟	
贪生怕死	
摔了一跤	了le
跳来跳去	
三寸金莲	
别有风味	
令人不快	
四大皆空	大da
五脏俱全	
信用贷款	
三思而行	思si|行xing
大写字母	大da
公费医疗	
寻欢作乐	寻xun|乐le
从中受益	
动人心弦	
横刀夺爱	
改头换面	
连滚带爬	
穷追猛打	
左右为难	
爱斯基摩	摩mo
弹丸之地	弹dan|地di
钢琴演奏	
活字印刷	
没精打采	没mei
事不宜迟	
童心未泯	
心直口快	
应付自如	
战略眼光	
朝令夕改	朝zhao
翘首以盼	
地震预报	地di
发育不良	育yu
畸形发展	
去粗取精	
靡靡之音	
门户之见	见jian
长话短说	长chang|说shuo
一了百了	了liao|百bai|了liao
不断进取	
不辱使命	
帝王将相	
温情脉脉	脉mo|脉mo
已经很晚	
也未可知	
不受干扰	
黎民百姓	百bai
嗡嗡作响	
宗教仪式	
宠辱不惊	
拔地而起	地di
读者文摘	读du
魑魅魍魉	
话到嘴边	
千刀万剐	万wan
无话不说	无wu|说shuo
半路出家	家jia
干脆利落	落luo
南沙群岛	南nan
万人空巷	万wan|巷xiang
缠绵悱恻	
也只能是	
彪形大汉	大da
高楼大厦	大da|厦sha
后会有期	会hui|期qi
不耻下问	
成功之道	
黄雀在后	雀que
正式签署	
摧枯拉朽	
解囊相助	解jie
拔腿就跑	
低人一等	
一个悲剧	
一叶知秋	叶ye
不管不顾	
一生一世	
越王勾践	
指日可待	
自杀未遂	
大脑皮质	大da
普通中学	
勤学苦练	
受了委屈	了le
胸无大志	无wu|大da
预防接种	种zhong
烟消云散	烟yan
反唇相讥	
富可敌国	
曾几何时	曾ceng
怎么样了	么me|了le
职业杀手	
妻离子散	
阿拉法特	阿a
无冕之王	无wu
造福一方	
坐而论道	
败走麦城	
奇货可居	奇qi
人杰地灵	地di
再下一城	
不三不四	
布达拉宫	
刚柔并济	
绝不罢休	
戊戌变法	戌xu
仙人指路	
儿童文学	
一股脑儿	
以毒攻毒	
这个判断	这zhe
中东战争	
歪风邪气	邪xie
老骥伏枥	
黄金储备	
藕断丝连	
一般规律	般ban
逻辑设计	
山崩地裂	地di
笑里藏刀	藏cang
鸣锣开道	
黔驴技穷	
白金汉宫	
窗明几净	
单调乏味	单dan|调diao
考虑周到	
伶牙俐齿	
一路领先	
有去无回	无wu
装神弄鬼	弄nong
爱上一个	
待价而沽	价jia
关门大吉	大da
银行汇票	行hang
劳苦功高	
俗不可耐	
挑拨离间	
土耳其人	其qi
由上而下	
真受不了	了liao
胸怀大志	大da
息息相通	
外强中干	强qiang
金盆洗手	洗xi
坎坎坷坷	
略逊一筹	
娶妻生子	
司法独立	
痛哭失声	
一团和气	和he
自怨自艾	艾yi
痛下杀手	
光绪年间	
深情厚谊	
天作之合	合he
康熙字典	
素昧平生	
襟怀坦白	
一统天下	
不妨看看	
虎口脱险	
苦心孤诣	
流年不利	
刨根问底	刨pao|底di
平民百姓	百bai
太上老君	
众口一词	
阿拉斯加	阿a
发家致富	家jia
顽固不化	
引吭高歌	吭hang
永不分离	
至死不渝	
扭扭捏捏	
游击队员	员yuan
无关紧要	无wu
防御工事	
唐古拉山	
地心引力	地di
能上能下	
仗义执言	
玻利维亚	
格林尼治	
格林威治	
人海战术	术shu
引起共鸣	
这是一件	这zhe
坐视不管	
倒也罢了	了le
知书达理	
别无他法	无wu
共和党人	和he
民怨沸腾	
达斡尔族	
局促不安	
竹篮打水	
常胜将军	
胜者为王	
谋事在人	
热血男儿	血xue
除夕之夜	
破除迷信	
手脚并用	脚jiao
氢氧化钾	
红颜薄命	红hong|薄bo
中国象棋	
莞尔一笑	莞wan
自找麻烦	
百废待兴	百bai
点头哈腰	
空无一物	无wu
对你而言	
保持沉默	
冬去春来	
神情恍惚	
迎来送往	
有轨电车	车che
著书立说	著zhu|说shuo
好色之徒	色se
打预防针	
参众两院	参can
打打闹闹	
海角天涯	角jiao
裸子植物	
骄傲自大	大da
鸡尾酒会	尾wei|会hui
孔孟之道	
烟雾弥漫	烟yan
惊恐万分	万wan
闻名于世	
行动指南	行xing|南nan
意大利人	大da
集合竞价	合he|价jia
暗藏玄机	藏cang
顾虑重重	重chong|重chong
畸轻畸重	重zhong
身心俱疲	
一马平川	
干涉内政	
棉纺织厂	厂chang
胜利果实	
死要面子	
打得火热	得de
万分感激	万wan
心无旁骛	无wu
兵荒马乱	
故地重游	地di|重chong
几次三番	番fan
暗无天日	无wu
请你不要	
象牙海岸	
取其精华	其qi
哭出声来	
不满足于	
大气磅礴	大da|磅pang
孩子还小	还hai
振奋人心	
心里难受	
一稿多投	
说一不二	说shuo
并无二致	无wu
调兵遣将	调diao
封建主义	
日以继夜	
如醉如痴	
上衣口袋	
损公肥私	
百无禁忌	百bai|无wu
凤凰卫视	
明眸善睐	
拿不出手	
踏雪寻梅	寻xun
威风八面	
卫星云图	
笑了起来	了le
量力而为	
他一个人	
物理现象	
妄自尊大	大da
破旧不堪	
三头六臂	六liu|臂bi
协和医院	和he
震惊中外	
杳无音信	无wu
永无休止	无wu
大肆宣扬	大da
目眩神迷	
耶路撒冷	
落后国家	落luo|家jia
飞沙走石	石shi
混世魔王	
痛改前非	
洋为中用	
一手包办	
搬弄是非	弄nong
包工包料	
不予承认	
大声喊叫	大da
泥沙俱下	
惹人注目	
环球旅行	行xing
铁的纪律	的de
怎样看待	
噤若寒蝉	若ruo
做这些事	这zhe
鬼迷心窍	
人工合成	合he
如期举行	期qi|行xing
心潮起伏	
不毛之地	地di
电热水器	
精神百倍	百bai
迫不得已	迫po|得de
情景喜剧	
如狼似虎	似si
在商言商	
板上钉钉	
不胜枚举	
耳聪目明	
见微知著	见jian|著zhu
福星高照	
奉公守法	
给孩子们	给gei
言而有信	
屈居亚军	
超前消费	
东成西就	
心律不齐	齐qi
政治觉悟	觉jue
不在此列	
心爱的人	的de
站岗放哨	
不得了了	得de|了liao|了le
江南一带	南nan
梦溪笔谈	
一夫多妻	
婚姻大事	大da
劳而无功	无wu
变化无穷	无wu
怒气冲天	
吐鲁番市	番fan
为所欲为	
三十八年	
后继乏人	
累死累活	
情景交融	
四大家族	大da|家jia
近墨者黑	
一一道来	
越来越快	
照章办事	
因时制宜	
非流通股	
苦口良药	
强手如林	强qiang
清理门户	
正态分布	
坐台小姐	
本本主义	
雁过拔毛	
横刀立马	
依依惜别	
瓢泼大雨	大da
第十八章	
亲戚关系	亲qin|系xi
杀鸡取卵	
开闸放水	
实质问题	
冰糖葫芦	
爱憎分明	
春回大地	大da|地di
第一个月	
苛捐杂税	
十年树木	
自掘坟墓	
不瞒你说	说shuo
固体物理	
和和气气	和he|和he
渔翁得利	得de
倾巢而出	
重任在肩	重zhong
友好邻邦	
路不拾遗	拾shi|遗yi
欧洲各国	
不幸身亡	亡wang
崎岖不平	
先发制人	
引火烧身	
纳米比亚	
为国捐躯	
越洋电话	
半推半就	
乘人之危	乘cheng
功败垂成	
大吃大喝	大da|大da
大有人在	大da
事业有成	
进退失据	
最佳搭档	
一叶障目	叶ye
各色人等	色se
风姿绰约	绰chuo|约yue
混淆是非	
蓝领工人	
破镜重圆	重chong
如约而至	约yue
知根知底	底di
闭月羞花	
城乡差别	差cha
都有哪些	都dou|哪na
挥霍无度	无wu|度du
满天星斗	
人高马大	大da
头发花白	
这几天来	这zhe
钢琴伴奏	
白驹过隙	
黯然销魂	
粗枝大叶	大da|叶ye
东施效颦	
毫无二致	无wu
适龄青年	适shi
说得有理	说shuo|得de
金风送爽	
热力四射	
大义灭亲	大da|亲qin
起起伏伏	
作恶多端	恶e
满怀深情	
虚虚实实	
高高低低	
更待何时	
工业革命	革ge
缩成一团	缩suo
特写镜头	
只可意会	会hui
周游列国	
天造地设	地di
何罪之有	
后台老板	
忠贞不渝	
拉丁字母	丁ding
强加于人	强qiang
怪石嶙峋	石shi
英雄辈出	
黑白两道	
气吞山河	
无名英雄	无wu
表面张力	
过敏反应	
眉目传情	传chuan
我们都要	都dou
安史之乱	
阴错阳差	差cha
邮政总局	
白山黑水	
屡建奇功	奇qi
权力斗争	
未能幸免	
画地为牢	地di
感到骄傲	
璀璨夺目	
弹尽粮绝	弹dan
发行债券	行xing|券quan
一两分钟	
奇珍异宝	奇qi
高山仰止	
双料冠军	
为时尚早	
心静如水	
造化弄人	弄nong
娇小玲珑	
不惜一切	
等闲之辈	
千夫所指	
内燃机车	车che
四十五分	
望洋兴叹	
坚强不屈	强qiang
齐家治国	齐qi|家jia
受苦受难	
童男童女	
基础代谢	
白衣天使	
春寒料峭	
外祖父母	
凉风习习	
东躲西藏	藏cang
公司老总	
字正腔圆	
膨胀起来	
田纳西州	
过江之鲫	
行使主权	行xing
白头到老	
人各有志	
日夜兼程	
同床异梦	
文笔流畅	
握紧拳头	
下不了手	了liao
九泉之下	
一炮而红	炮pao|红hong
港人治港	
傻瓜相机	
不可以把	
装甲部队	
你争我夺	
难分难解	解jie
刑警大队	大da
白白胖胖	胖pang|胖pang
武艺高强	强qiang
一面之词	
当局者迷	
第六十一	六liu
出尽风头	
意料之外	
揭不开锅	
有同情心	
我不明白	
料事如神	
列举如下	
爱你的人	的de
世事难料	
聪明能干	
全权处理	
无情无义	无wu|无wu
验明正身	
大气环流	大da
心如刀绞	
金发女郎	
非常可惜	
彻夜难眠	
大慈大悲	大da|大da
哼哼唧唧	
罄竹难书	
温故知新	
及时行乐	行xing|乐le
负隅顽抗	
幸运之神	
万籁俱寂	万wan
祸从口出	
狼心狗肺	
弃之可惜	
爷爷奶奶	
拔刀相助	
立锥之地	地di
重归于好	重chong
美若天仙	若ruo
以销定产	
志得意满	得de
自身难保	
暴雨成灾	暴bao
陈词滥调	调diao
开口闭口	
内外交困	
自不量力	
直抒胸臆	
阴极射线	
大敌当前	大da
求救信号	
深得民心	得de
泰然处之	
王公贵族	
为民除害	
自我解嘲	解jie|嘲chao
饭来张口	
皮包公司	
投鼠忌器	
本性难移	
群魔乱舞	
达赖喇嘛	
急流勇退	
乔装打扮	
子子孙孙	
惰性气体	
共聚一堂	
暗淡无光	无wu
敌我双方	
卖弄风情	弄nong
独裁统治	
风行一时	行xing
怅然若失	若ruo
国际米兰	
奇谈怪论	奇qi
热热闹闹	
港澳同胞	
被迫辞职	迫po
捶胸顿足	顿dun
独到之处	
亲笔签名	亲qin
无处可去	无wu
遮风挡雨	
治病救人	
主持正义	
兵戎相见	见jian
嘻嘻哈哈	
晓风残月	
严刑拷打	
招揽生意	
曲线救国	
一统江湖	
夫妻生活	
毫无作用	无wu
推己及人	
无往不利	无wu
形势逼人	
叶落归根	叶ye|落luo
欲仙欲死	
大众文化	大da
登高望远	
刹那之间	刹cha|那na
问寒问暖	
随声附和	和he
摇身一变	
毫发无损	无wu
新奥尔良	
不吃东西	
两面三刀	
令人敬畏	
问这问那	这zhe|那na
先斩后奏	
一笔带过	
滑稽可笑	稽ji
赤裸裸的	的de
大庆油田	大da
梦幻泡影	
生生死死	
不见天日	见jian
大众情人	大da
两男一女	
无所不为	无wu
心明眼亮	
左右开弓	
保存实力	
颇感兴趣	
想干什么	什shen|么me
夜不闭户	
一臂之力	臂bi
阴云密布	
革命意志	革ge
昨夜星辰	
人非圣贤	
心慈手软	
从技术上	术shu
命运之神	
涉世未深	
出人意外	
倾尽全力	
体貌特征	
听不出来	
夜以继日	
一毛不拔	
金牌得主	得de
彻夜不眠	
玻璃器皿	
罚任意球	
马失前蹄	
秋收起义	
抬头挺胸	
闭关自守	
伺机而动	伺si
言传身教	传chuan
精兵简政	
额尔古纳	
无的放矢	无wu|的di
被动挨打	
手下败将	
一枚硬币	
不可胜数	数shu
爱慕之情	
等候多时	
峨眉山市	
虽败犹荣	
王母娘娘	
物归原主	
叶公好龙	叶ye
新鲜空气	
毛头小子	
情同手足	
有责任感	
唇齿相依	
兼容并包	
铩羽而归	
挑灯夜战	
抽象概念	
一只兔子	
半殖民地	殖zhi|地di
大公无私	大da|无wu
对外关系	系xi
乒乒乓乓	
舍己救人	
公私分明	
半途而废	
改弦更张	
扶危济困	
天赐良机	
二连浩特	
舍生取义	
沉得住气	得de
夜凉如水	
不乏其人	其qi
防暴警察	暴bao
黄毛丫头	
力大无穷	大da|无wu
总经济师	
阿勒泰市	阿a|勒le
大权在握	大da
击中要害	
众口难调	调tiao
几内亚湾	
种豆得豆	种zhong|得de
不男不女	
行动不便	行xing|便bian
珠圆玉润	
悲从中来	
