# 8万精准超小词库
# 原始出处未知，原词中多音字注音移除，补充完整拼音，第一个词“是的这个”改成“是的”
# https://github.com/studyzy/imewlconverter/blob/master/参考/8万精准超小词库.txt
#
# 词语	拼音	多音字备注

象形文字	xiang xing wen zi	
二氧化氮	er yang hua dan	
行侠仗义	xing xia zhang yi	行xing
慷慨大方	kang kai da fang	大da
难以言表	nan yi yan biao	
水火不容	shui huo bu rong	
助纣为虐	chu zhou wei nve	
贻笑大方	yi xiao da fang	大da
不得好死	bu de hao si	得de
枯木逢春	ku mu feng chun	
上情下达	shang qing xia da	
积累资金	ji lei zi jin	
有色眼镜	you se yan jing	色se
政治势力	zheng zhi shi li	
身材魁梧	shen cai kui wu	
鞭长莫及	bian chang mo ji	长chang
遍地开花	bian di kai hua	地di
无处可逃	wu chu ke tao	无wu
足智多谋	zu zhi duo mou	
人多势众	ren duo shi zhong	
长袖善舞	chang xiu shan wu	长chang
杀出重围	sha chu chong wei	重chong
封建王朝	feng jian wang chao	朝chao
空袭警报	kong xi jing bao	
无一幸免	wu yi xing mian	无wu
星岛日报	xing dao ri bao	
常见故障	chang jian gu zhang	见jian
缺医少药	que yi shao yao	
人心所向	ren xin suo xiang	
偿付能力	chang fu nai li	
关停并转	guan ting bing zhuan	转zhuan
如何防止	ru he fang zhi	
争强好胜	zheng qiang hao sheng	强qiang
青春年少	qing chun nian shao	
反目成仇	fan mu cheng chou	仇chou
邯郸学步	han dan xue bu	
无心插柳	wu xin cha liu	无wu
话虽如此	hua sui ru ci	
觥筹交错	gong chou jiao cuo	
生财有道	sheng cai you dao	
开怀畅饮	kai huai chang yin	
退休工人	tui xiu gong ren	
一笑置之	yi xiao zhi zhi	
重复劳动	chong fu lao dong	重chong
见风使舵	jian feng shi duo	见jian|舵duo
实至名归	shi zhi ming gui	
心驰神往	xin chi shen wang	
美中关系	mei zhong guan xi	系xi
不辞劳苦	bu ci lao gu	
寸草不生	cun cao bu sheng	
自由恋爱	zi you lian ai	
守身如玉	shou shen ru yu	
不了了之	bu liao liao zhi	了liao|了liao
可亲可敬	ke qin ke jing	亲qin
一面之缘	yi mian zhi yuan	
按部就班	an bu jiu ban	
按图索骥	an tu suo ji	
二次革命	er ci ge ming	革ge
半死不活	ban si bu huo	
个人崇拜	ge ren chong bai	
路人皆知	lu ren jie zhi	
商讨对策	shang tao dui ce	
同父异母	tong fu yi mu	
一命呜呼	yi ming wu hu	
火控系统	huo kong xi tong	系xi
五颜六色	wu yan liu se	六liu|色se
九九重阳	jiu jiu chong yang	重chong
引咎辞职	yin jiu ci zhi	
出于无奈	chu yu wu nai	无wu
团体冠军	tuan ben guan jun	
越俎代庖	yue zu dai pao	
非常吃惊	fei chang chi jing	
草木皆兵	cao mu jie bing	
说不下去	shuo bu xia qu	说shuo
气势如虹	qi shi ru hong	虹hong
名扬四海	ming yang si hai	
自吹自擂	zi chui zi lei	
战云密布	zhan yun mi bu	
不解风情	bu jie feng qing	解jie
天地万物	tian di wan wu	地di|万wan
星级饭店	xing ji fan dian	
伤天害理	shang tian hai li	
说走就走	shuo zou jiu zou	说shuo
一波未平	yi bo wei ping	
禁止通行	jin zhi tong xing	行xing
闭关锁国	bi guan suo guo	
困惑不解	kun huo bu jie	解jie
两天晒网	liang tian shai wang	
羽毛球赛	yu ma qiu sai	
抢救无效	cheng jiu wu xiao	无wu
露宿街头	lu su jie tou	露lu|宿su
大腹便便	da fu pian pian	大da|便pian|便pian
东奔西跑	dong ben xi pao	
望梅止渴	wang mei zhi ke	
结婚证书	jie hun zheng shu	
动真格的	dong zhen ge de	的de
多次要求	duo ci yao qiu	
尖酸刻薄	jian suan ke bo	薄bo
脸色铁青	lian se tie qing	色se
如坐针毡	ru zuo zhen zhan	
否极泰来	pi ji tai lai	否pi
联合王国	lian he wang guo	合he
寥寥数语	liao liao shu yu	数shu
权钱交易	quan qian jiao yi	
文化革命	wen hua ge ming	革ge
自我表现	zi wo biao xian	
别具匠心	bie ju jiang xin	
一会儿后	yi hui er hou	会hui
展翅飞翔	zhan chi fei xiang	
泱泱大国	yang yang da guo	大da
迎面扑来	ying mian pu lai	
珠光宝气	zhu guang bao qi	
三国时代	san guo shi dai	
常规武器	chang gui wu qi	
混口饭吃	hun kou fan chi	
隔岸观火	ge an guan huo	
一哄而起	yi hong er qi	
挑三拣四	tiao san jian si	
祝你快乐	zhou ni kuai le	乐le
诲人不倦	hui ren bu juan	
死而复生	si er fu sheng	
广播体操	guang bo ben cao	广guang
好好先生	hao hao xian sheng	
刻舟求剑	ke zhou qiu jian	
文武双全	wen wu shuang quan	
血肉横飞	xue rou heng fei	血xue
我们将要	wo men jiang yao	
寒气袭人	han qi xi ren	
万马奔腾	wan ma ben teng	万wan
惶惶不安	huang huang bu an	
顺流而下	shun liu er xia	
擅离职守	shan li zhi shou	
喜怒无常	xi nu wu chang	无wu
临时代办	lin shi dai ban	
偷换概念	tou huan gai nian	
热爱劳动	re ai lao dong	
啧啧称奇	ze ze cheng qi	称cheng|奇qi
个人用户	ge ren yong hu	
留美学生	liu mei xue sheng	
目不斜视	mu bu xie shi	
强人所难	qiang ren suo nan	强qiang
与此相关	yu ci xiang guan	
看不见你	kan bu jian ni	见jian
老调重弹	lao diao chong tan	调diao|重chong|弹tan
平白无故	ping bai wu gu	无wu
人仰马翻	ren ang ma fan	
千里之行	qian li zhi xing	行xing
中直机关	zhong zhi ji guan	
拉帮结伙	la bang jie huo	
祝你幸福	zhou ni xing fu	
满口答应	man kou da ying	
心灵相通	xin ling xiang tong	
田径运动	tian jing yun dong	
吃吃喝喝	chi chi he he	
高低不平	gao di bu ping	
恭贺新禧	gong he xin xi	
片刻之间	pian ke zhi jian	
前些时候	qian suo shi hou	
大局已定	da ju yi ding	大da
眉头一皱	mei tou yi zhou	
心浮气躁	xin fu qi zao	
利令智昏	li ling zhi hun	
衣锦还乡	yi jin huan xiang	还huan
访贫问苦	fang pin wen gu	
没有了你	mei you le ni	没mei|了le
手到擒来	shou dao qin lai	
自然选择	zi ran xuan ze	择ze
固执己见	gu zhi ji jian	见jian
并行不悖	bing xing bu bei	行xing
处变不惊	chu bian bu jing	
琼州海峡	qiong zhou hai xia	
群龙无首	qun long wu shou	无wu
一腔热血	yi qiang re xue	血xue
三十而立	san shi er li	
言之有物	yan zhi you wu	
眼科医生	yan ke yi sheng	
不可偏废	bu ke pian fei	
一片汪洋	yi pian wang yang	
自然法则	zi ran fa ze	
前后矛盾	qian hou mao dun	
贪小便宜	tan xiao pian yi	便pian
分裂主义	fen lie zhu yi	
挥霍一空	hui huo yi kong	
不能理解	bu nai li jie	解jie
对华关系	dui hua guan xi	系xi
蓄谋已久	xu mou yi jiu	
严阵以待	yan zhen yi dai	
红光满面	hong guang man mian	红hong
情意绵绵	qing yi mian mian	
人定胜天	ren ding sheng tian	
畏缩不前	wei suo bu qian	缩suo
洗心革面	xi xin ge mian	洗xi|革ge
这个那个	zhe ge na ge	这zhe|那na
犹犹豫豫	you you yu yu	
步履艰难	bu lv jian nan	
长短不一	chang duan bu yi	长chang
股权结构	gu quan jie gou	
鸦片战争	ya pian zhan zheng	
侧耳倾听	ce er qing ting	侧ce
大不列颠	da bu lie dian	大da
启蒙运动	qi meng yun dong	
有头有脸	you tou you lian	
地广人稀	di guang ren xi	地di|广guang
皮下组织	pi xia zu zhi	
叹一口气	tan yi kou qi	
无可奉告	wu ke feng gao	无wu
有妇之夫	you fu zhi fu	
小本经营	xiao ben jing ying	
筑巢引凤	zhu chao yin feng	
不可分离	bu ke fen li	
花拳绣腿	hua quan xiu tui	
勤俭持家	qin jian chi jia	家jia
声名狼藉	sheng ming lang ji	藉ji
万夫莫开	wan fu mo kai	万wan
心急火燎	xin ji huo liao	
睡眼惺忪	shui yan xing song	忪song
仿佛看到	fang fu kan dao	佛fu
中饱私囊	zhong bao si nang	
应征入伍	ying zheng ru wu	
阿布扎比	a bu zha bi	阿a|扎zha
长此下去	chang ci xia qu	长chang
神乎其神	shen hu qi shen	其qi
声名显赫	sheng ming xian he	
双边协议	shuang bian xie yi	
自寻烦恼	zi xun fan nao	寻xun
科举考试	ke ju kao shi	
我没有钱	wo mei you qian	没mei
鼎力相助	ding li xiang chu	
惊恐万状	jing kong wan zhuang	万wan
普天同庆	pu tian tong qing	
昂首阔步	ang shou kuo bu	
驻马店市	zhu ma dian shi	
从那以后	cong na yi hou	那na
毛将焉附	ma jiang yan fu	
投票表决	tou piao biao jue	
言无不尽	yan wu bu jin	无wu
三点一线	san dian yi xian	
神机妙算	shen ji miao suan	
感谢你们	gan xie ni men	
口齿不清	kou chi bu qing	
临阵磨枪	lin zhen mo qiang	
你在哪里	ni zai na li	哪na
下里巴人	xia li ba ren	
以德服人	yi de fu ren	
机场跑道	ji chang pao dao	
而且还会	er qie hai hui	且qie|还hai|会hui
人人有责	ren ren you ze	
购销两旺	gou xiao liang wang	
道德观念	dao de guan nian	
多快好省	duo kuai hao sheng	省sheng
拼命挣扎	pin ming zheng zha	扎zha
善男信女	shan nan shen nv	
羊肠小道	xiang chang xiao dao	
照单全收	zhao dan quan shou	单dan
悲天悯人	bei tian min ren	
成为主流	cheng wei zhu liu	
饮鸩止渴	yin zhen zhi ke	
叫个不停	jiao ge bu ting	
勤勤恳恳	qin qin ken ken	
情况不明	qing kuang bu ming	
十恶不赦	shi e bu she	恶e
暗了下来	an le xia lai	了le
二十一岁	er shi yi sui	
大千世界	da qian shi jie	大da
千古绝唱	qian gu jue chang	
温饱问题	wen bao wen ti	
虚怀若谷	xu huai ruo gu	若ruo|谷gu
周边设备	zhou bian she bei	
考虑再三	kao lv zai san	
心猿意马	xin yuan yi ma	
二十年来	er shi nian lai	
付之一炬	fu zhi yi ju	
猴年马月	hou nian ma yue	
有所区别	you suo qu bie	区qu
酒过三巡	jiu guo san xun	
瓶瓶罐罐	ping ping guan guan	
不露声色	bu lu sheng se	露lu|色se
五子登科	wu zi deng ke	
迷走神经	mi zou shen jing	
一分为二	yi fen wei er	
这还不够	zhe hai bu gou	这zhe|还hai
雕梁画栋	diao liang hua dong	
调皮捣蛋	tiao pi dao dan	调tiao
肝肠寸断	gan chang cun duan	
浓眉大眼	nong mei da yan	大da
探头探脑	tan tou tan nao	
以文会友	yi wen hui you	会hui
议论纷纷	yi lun fen fen	
下海经商	xia hai jing shang	
疏而不漏	shu er bu lou	
左思右想	zuo si you xiang	思si
置之死地	zhi zhi si di	地di
古为今用	gu wei jin yong	
闯荡江湖	chuang dang jiang hu	
老少咸宜	lao shao xian yi	
三顾茅庐	san gu mao lu	
难以下咽	nan yi xia yan	咽yan
齐心合力	qi xin he li	齐qi|合he
绝非易事	jue fei yi shi	
小事一桩	xiao shi yi zhuang	
寡不敌众	gua bu di zhong	
一较高下	yi jiao gao xia	
日进斗金	ri jin dou jin	
好说歹说	hao shuo dai shuo	说shuo|说shuo
深居简出	shen ju jian chu	
绝顶聪明	jue ding cong ming	
足球流氓	zu qiu liu mang	氓mang
祖传秘方	zu chuan mi fang	传chuan|秘mi
此起彼落	ci qi bi luo	落luo
大体相同	da ben xiang tong	大da
雷电交加	lei dian jiao jia	
无机化学	wu ji hua xue	无wu
语焉不详	yu yan bu xiang	
志趣相投	zhi cu xiang tou	
格尔木市	ge er mu shi	
破土而出	po tu er chu	
涉世不深	she shi bu shen	
丰功伟绩	feng gong wei ji	
名满天下	ming man tian xia	
独立宣言	du li xuan yan	
花甲之年	hua jia zhi nian	
依法纳税	yi fa na shui	
神来之笔	shen lai zhi bi	
晚婚晚育	wan hun wan yu	育yu
罪有应得	zui you ying de	得de
心神不定	xin shen bu ding	
颠三倒四	dian san dao si	
保持干燥	bao chi gan sao	
不多不少	bu duo bu shao	
皇亲国戚	huang qin guo qi	亲qin
忍者神龟	ren zhe shen gui	龟gui
收容遣送	shou rong qian song	
咸鱼翻身	xian yu fan shen	
运动健将	yun dong jian jiang	
专栏作家	zhuan lan zuo jia	家jia
不必多说	bu bi duo shuo	说shuo
完美无瑕	wan mei wu xia	无wu
滚来滚去	gun lai gun qu	
全盛时期	quan sheng shi qi	盛sheng|期qi
液体燃料	ye ben ran liao	
冰雪聪明	bing xue cong ming	
多灾多难	duo zai duo nan	
仰天长叹	ang tian chang tan	长chang
出口成章	chu kou cheng zhang	
拦路抢劫	lan lu cheng jie	
老眼昏花	lao yan hun hua	
生死未卜	sheng si wei bu	卜bu
北伐战争	bei fa zhan zheng	
炊烟袅袅	chui yan niao niao	烟yan
大快朵颐	da kuai duo yi	大da
烈日当空	lie ri dang kong	
誓不罢休	shi bu ba xiu	
大器晚成	da qi wan cheng	大da
不徇私情	bu xun si qing	
才高八斗	cai gao ba dou	
分散风险	fen san feng xian	
汉字编码	han zi bian ma	
时光流逝	shi guang liu shi	
凯旋而归	kai xuan er gui	
照抄照搬	zhao chao zhao ban	
磨磨蹭蹭	mo mo ceng ceng	
一手遮天	yi shou zhe tian	
阴雨连绵	yin yu lian mian	
耸了耸肩	song le song jian	了le
黑灯瞎火	hei deng xia huo	
塞翁失马	sai weng shi ma	塞sai
一来二去	yi lai er qu	
一潭死水	yi tan si shui	
穷乡僻壤	qiong xiang pi rang	
休戚相关	xiu qi xiang guan	
努尔哈赤	nu er ha chi	
为国为民	wei guo wei min	
东拼西凑	dong pin xi cou	
光学玻璃	guang xue bo li	
作茧自缚	zuo jian zi fu	
本是一个	ben shi yi ge	
从那时起	cong na shi qi	那na
别无所求	bie wu suo qiu	无wu
大海捞针	da hai lao zhen	大da
空中小姐	kong zhong xiao jie	
歪歪斜斜	wai wai xie xie	
自食其果	zi shi qi guo	食shi|其qi
离乡背井	li xiang bei jing	
政出多门	zheng chu duo men	
呱呱坠地	gu gu zhui di	呱gu|呱gu|地di
长命百岁	chang ming bai sui	长chang|百bai
刚柔相济	gang rou xiang ji	
稍等片刻	shao deng pian ke	
小商小贩	xiao shang xiao fan	
赏罚分明	shang fa fen ming	
不可低估	bu ke di gu	
胆小怕事	dan xiao pa shi	
按摩浴缸	an mo yu gang	摩mo
等离子体	deng li zi ben	
那怎么行	na zen me xing	那na|么me|行xing
钦差大臣	qin chai da chen	差chai|大da
喜欢上了	xi huan shang le	了le
住房条件	zhu fang tiao jian	房fang
惊人之语	jing ren zhi yu	
他不爱我	ta bu ai wo	
春夏秋冬	chun xia qiu dong	
古代社会	gu dai she hui	会hui
论功行赏	lun gong xing shang	行xing
人外有人	ren wai you ren	
洛阳纸贵	luo yang zhi gui	
平平常常	ping ping chang chang	
由表及里	you biao ji li	
推门而入	tui men er ru	
本来面目	ben lai mian mu	
金屋藏娇	jin wu cang jiao	藏cang
秋水伊人	qiu shui yi ren	
男子单打	nan zi dan da	单dan
埋头工作	mai tou gong zuo	埋mai
人间地狱	ren jian di yu	地di
忧心忡忡	you xin chong chong	
精神可嘉	jing shen ke jia	
令人恶心	ling ren e xin	恶e
满脸堆笑	man lian dui xiao	
名门望族	ming men wang zu	
出头之日	chu tou zhi ri	
老气横秋	lao qi heng qiu	
帕瓦罗蒂	pa wa luo di	
贫下中农	pin xia zhong nong	
无影无踪	wu ying wu zong	无wu|无wu
眼疾手快	yan ji shou kuai	
以讹传讹	yi e chuan e	传chuan
背信弃义	bei shen qi yi	
爱新觉罗	ai xin jue luo	觉jue
工农联盟	gong nong lian meng	
十拿九稳	shi na jiu wen	
太平公主	tai ping gong zhu	
老少边穷	lao shao bian qiong	
胆大心细	dan da xin xi	大da
深表同情	shen biao tong qing	
货币贬值	huo bi bian zhi	
风卷残云	feng juan can yun	
无神论者	wu shen lun zhe	无wu
恰好相反	qia hao xiang fan	
披挂上阵	pi gua shang zhen	
争执不下	zheng zhi bu xia	
等闲视之	deng xian shi zhi	
令人心寒	ling ren xin han	
磨砂玻璃	mo sha bo li	
扭亏增盈	niu kui zeng ying	
热烈鼓掌	re lie gu zhang	
伤风感冒	shang feng gan mao	冒mao
刑讯逼供	xing xun bi gong	
缓兵之计	huan bing zhi ji	
舍生忘死	she sheng wang si	
身家性命	shen jia xing ming	家jia
客客气气	ke ke qi qi	
年轻力壮	nian qing li zhuang	
远在天边	yuan zai tian bian	
如假包换	ru jia bao huan	
流水不腐	liu shui bu fu	
吵吵嚷嚷	chao chao rang rang	
独自一人	du zi yi ren	
很不简单	hen bu jian dan	单dan
承上启下	cheng shang qi xia	
聚酯纤维	ju zhi xian wei	纤xian
大伤脑筋	da shang nao jin	大da
百年之后	bai nian zhi hou	百bai
后院起火	hou yuan qi huo	
辨别是非	bian bie shi fei	
以逸待劳	yi yi dai lao	
笨手笨脚	ben shou ben jiao	脚jiao
花容月貌	hua rong yue mao	
上层社会	shang ceng she hui	会hui
贵人相助	gui ren xiang chu	
小巧玲珑	xiao qiao ling long	
笑脸相迎	xiao lian xiang ying	
花里胡哨	hua li hu shao	
将错就错	jiang cuo jiu cuo	
胜利在望	sheng li zai wang	
藏身之处	cang shen zhi chu	藏cang
从古到今	cong gu dao jin	
数值分析	shu zhi fen xi	数shu
新加坡人	xin jia po ren	
一封情书	yi feng qing shu	
暗藏杀机	an cang sha ji	藏cang
深浅不一	shen qian bu yi	浅qian
难解难分	nan jie nan fen	解jie
社会民主	she hui min zhu	会hui
智慧结晶	zhi hui jie jing	
百元大钞	bai yuan da chao	百bai|大da
痴心妄想	chi xin wang xiang	
一派胡言	yi pai hu yan	派pai
安安稳稳	an an wen wen	
财政危机	cai zheng wei ji	
妻子儿女	qi zi er nv	
影影绰绰	ying ying chuo chuo	绰chuo|绰chuo
求全责备	qiu quan ze bei	
毫不放松	hao bu fang song	
春夏之交	chun xia zhi jiao	
狐狸尾巴	hu li wei ba	尾wei
乔迁新居	qiao qian xin ju	
硕果仅存	shi guo jin cun	
前呼后拥	qian hu hou yong	
刻苦耐劳	ke gu nai lao	
战略要地	zhan lve yao di	地di
电光石火	dian guang shi huo	石shi
吊儿郎当	diao er lang dang	
死皮赖脸	si pi lai lian	
目不识丁	mu bu shi ding	识shi|丁ding
暧昧关系	ai mei guan xi	系xi
有丝分裂	you si fen lie	
飞蛾扑火	fei e pu huo	蛾e
鸟语花香	niao yu hua xiang	鸟niao
三十五岁	san shi wu sui	
异彩纷呈	yi cai fen cheng	
甲乙丙丁	jia yi bing ding	丁ding
无所作为	wu suo zuo wei	无wu
危机重重	wei ji chong chong	重chong|重chong
共渡难关	gong du nan guan	
居心不良	ju xin bu liang	
泪如泉涌	lei ru quan yong	涌yong
强国之路	qiang guo zhi lu	强qiang
商量商量	shang liang shang liang	
各持己见	ge chi ji jian	见jian
喝西北风	he xi bei feng	
残垣断壁	can yuan duan bi	
荒诞不经	huang dan bu jing	
冷言冷语	leng yan leng yu	
童叟无欺	tong sou wu qi	无wu
我们不妨	wo men bu fang	
洗劫一空	xi jie yi kong	洗xi
身残志坚	shen can zhi jian	
神经过敏	shen jing guo min	
对牛弹琴	dui niu tan qin	弹tan
奇装异服	qi zhuang yi fu	奇qi
人生感悟	ren sheng gan wu	
贪生怕死	tan sheng pa si	
摔了一跤	shuai le yi jiao	了le
跳来跳去	tao lai tao qu	
三寸金莲	san cun jin lian	
别有风味	bie you feng wei	
令人不快	ling ren bu kuai	
四大皆空	si da jie kong	大da
五脏俱全	wu zang ju quan	
信用贷款	shen yong dai kuan	
三思而行	san si er xing	思si|行xing
大写字母	da xie zi mu	大da
公费医疗	gong fei yi liao	
寻欢作乐	xun huan zuo le	寻xun|乐le
从中受益	cong zhong shou yi	
动人心弦	dong ren xin xian	
横刀夺爱	heng dao duo ai	
改头换面	gai tou huan mian	
连滚带爬	lian gun dai pa	
穷追猛打	qiong dui meng da	
左右为难	zuo you wei nan	
爱斯基摩	ai si ji mo	摩mo
弹丸之地	dan wan zhi di	弹dan|地di
钢琴演奏	gang qin yan zou	
活字印刷	huo zi yin shua	
没精打采	mei jing da cai	没mei
事不宜迟	shi bu yi chi	
童心未泯	tong xin wei min	
心直口快	xin zhi kou kuai	
应付自如	ying fu zi ru	
战略眼光	zhan lve yan guang	
朝令夕改	zhao ling xi gai	朝zhao
翘首以盼	qiao shou yi pan	
地震预报	di zhen yu bao	地di
发育不良	fa yu bu liang	育yu
畸形发展	ji xing fa zhan	
去粗取精	qu cu qu jing	
靡靡之音	mi mi zhi yin	
门户之见	men hu zhi jian	见jian
长话短说	chang hua duan shuo	长chang|说shuo
一了百了	yi liao bai liao	了liao|百bai|了liao
不断进取	bu duan jin qu	
不辱使命	bu ru shi ming	
帝王将相	di wang jiang xiang	
温情脉脉	wen qing mo mo	脉mo|脉mo
已经很晚	yi jing hen wan	
也未可知	ye wei ke zhi	
不受干扰	bu shou gan rao	
黎民百姓	li min bai xing	百bai
嗡嗡作响	weng weng zuo xiang	
宗教仪式	zong jiao yi shi	
宠辱不惊	chong ru bu jing	
拔地而起	ba di er qi	地di
